text,category
depression depressive or psychotic symptoms fainting excessive anger,Mental
shortness of breath nasal congestion wheezing difficulty breathing coughing up sputum congestion in chest,Respiratory
leg pain back pain low back pain loss of sensation back cramps or spasms back stiffness or tightness,Musculoskeletal
anxiety and nervousness depression abusing alcohol delusions or hallucinations temper problems,Mental
anxiety and nervousness depressive or psychotic symptoms lack of growth temper problems,Mental
dizziness sore throat diminished hearing ear pain ringing in ear allergic reaction redness in ear swollen or red tonsils,General
anxiety and nervousness depressive or psychotic symptoms insomnia drug abuse restlessness,Mental
skin swelling abnormal appearing skin skin lesion acne or pimples skin growth irregular appearing scalp pelvic pain itching of skin skin irritation skin rash,Skin
skin swelling abnormal appearing skin peripheral edema fluid retention skin rash,Skin
retention of urine blood in stool sharp abdominal pain vomiting nausea constipation,Digestive
skin swelling hand or finger swelling arm swelling abnormal appearing skin foot or toe swelling allergic reaction itching of skin,Skin
shortness of breath dizziness double vision weakness fatigue,Musculoskeletal
anxiety and nervousness depressive or psychotic symptoms insomnia temper problems hysterical behavior,Mental
skin swelling neck mass skin moles hand or finger lump or mass back mass or lump,Skin
blood in stool lower abdominal pain upper abdominal pain rectal bleeding,Digestive
depressive or psychotic symptoms insomnia hostile behavior drug abuse excessive anger delusions or hallucinations fears and phobias low self-esteem,Mental
sharp abdominal pain side pain difficulty breathing rib pain,Respiratory
sharp chest pain chest tightness sore throat sharp abdominal pain vomiting nausea burning abdominal pain heartburn upper abdominal pain,Digestive
sore throat abnormal breathing sounds redness in ear,Respiratory
lip swelling facial pain peripheral edema gum pain mouth pain pain in gums,General
nausea side pain fever upper abdominal pain chills constipation,Digestive
sharp chest pain headache fever difficulty breathing coughing up sputum congestion in chest,Respiratory
shortness of breath palpitations feeling ill hemoptysis apnea,Respiratory
"feeling ill skin growth skin dryness, peeling, scaliness, or roughness",General
anxiety and nervousness hostile behavior excessive anger temper problems fears and phobias low self-esteem,Mental
pain in eye eye moves abnormally foreign body sensation in eye spots or clouds in vision eye redness blindness,General
shortness of breath smoking problems excessive anger coughing up sputum hurts to breath,Mental
sharp abdominal pain burning abdominal pain fever upper abdominal pain,Digestive
leg pain hip pain arm pain back pain shoulder pain arm weakness leg weakness,Musculoskeletal
dry lips mouth ulcer mouth pain,Musculoskeletal
anxiety and nervousness depression depressive or psychotic symptoms abusing alcohol hostile behavior excessive anger delusions or hallucinations temper problems,Mental
sharp abdominal pain nausea vaginal itching lower abdominal pain absence of menstruation,General
blood in stool fainting nausea vomiting blood weakness melena rectal bleeding,Digestive
depression abusing alcohol smoking problems low self-esteem,Mental
skin swelling vaginal discharge,General
fever difficulty breathing coughing up sputum allergic reaction,Respiratory
anxiety and nervousness depression depressive or psychotic symptoms insomnia headache increased heart rate fears and phobias,Mental
shortness of breath sharp chest pain chest tightness nausea difficulty breathing,Musculoskeletal
dizziness sharp abdominal pain,Digestive
abnormal appearing skin skin growth foot or toe pain skin on leg or foot looks infected irregular appearing nails,Skin
insomnia abusing alcohol excessive anger delusions or hallucinations,Mental
"skin lesion acne or pimples irregular appearing scalp itching of skin skin dryness, peeling, scaliness, or roughness skin rash",Skin
sharp abdominal pain vomiting diarrhea decreased appetite upper abdominal pain,Digestive
sore throat cough nasal congestion vomiting weakness difficulty breathing,Respiratory
shortness of breath blood in stool sharp abdominal pain diarrhea weakness unusual color or odor to urine,Digestive
depressive or psychotic symptoms abusing alcohol hostile behavior temper problems hysterical behavior,Mental
cough headache wheezing,Respiratory
sharp abdominal pain lower abdominal pain intermenstrual bleeding pelvic pain cramps and spasms long menstrual periods heavy menstrual flow unpredictable menstruation painful menstruation infertility frequent menstruation,General
sore throat feeling ill swollen lymph nodes skin rash,General
retention of urine blood in stool sharp abdominal pain lower abdominal pain changes in stool appearance constipation,Digestive
skin swelling abnormal appearing skin skin growth bones are painful back mass or lump shoulder lump or mass arm lump or mass,Skin
depressive or psychotic symptoms insomnia excessive anger disturbance of memory loss of sex drive,Mental
cough leg pain side pain difficulty breathing sweating,Respiratory
hip pain neck pain low back pain paresthesia lower body pain,Musculoskeletal
abnormal involuntary movements drug abuse allergic reaction,Mental
sharp chest pain nausea burning abdominal pain upper abdominal pain,Digestive
vaginal itching involuntary urination pain during intercourse vaginal discharge blood in urine,General
skin lesion acne or pimples irregular appearing scalp itching of skin,Skin
involuntary urination pelvic pain,General
skin lesion mouth ulcer,Skin
abnormal appearing skin foot or toe pain skin on leg or foot looks infected irregular appearing nails,Skin
lip swelling skin lesion skin growth irregular appearing scalp skin moles skin irritation warts,Skin
diminished vision symptoms of eye pain in eye eye moves abnormally foreign body sensation in eye spots or clouds in vision eye redness,General
abusing alcohol lip swelling facial pain redness in or around nose,Musculoskeletal
depressive or psychotic symptoms dizziness decreased heart rate,General
anxiety and nervousness drug abuse intermenstrual bleeding excessive anger delusions or hallucinations,Mental
dizziness blood in stool fainting weakness rectal bleeding,Digestive
skin lesion acne or pimples itching of skin skin irritation warts skin rash,Skin
leg pain hip pain back pain low back pain side pain stiffness all over back mass or lump,Musculoskeletal
knee pain problems with movement knee stiffness or tightness ankle swelling,Musculoskeletal
nausea pain during pregnancy pelvic pain burning abdominal pain vaginal pain cramps and spasms,General
sharp chest pain dizziness irregular heartbeat fainting weight gain increased heart rate,General
sharp chest pain vomiting lower abdominal pain low back pain,Musculoskeletal
chest tightness irregular heartbeat peripheral edema fatigue,General
wrist swelling ache all over joint pain joint swelling,Musculoskeletal
depression depressive or psychotic symptoms insomnia abusing alcohol fears and phobias,Mental
nasal congestion diminished hearing lump in throat abnormal breathing sounds swollen or red tonsils throat redness,Respiratory
skin swelling skin growth foot or toe pain foot or toe swelling irregular appearing nails,Skin
cough headache neck stiffness or tightness fever,General
abnormal involuntary movements difficulty in swallowing weakness leg cramps or spasms,General
anxiety and nervousness depression shortness of breath sharp chest pain dizziness insomnia abnormal involuntary movements headache,Mental
skin swelling hand or finger swelling arm swelling foot or toe swelling paresthesia,Skin
depressive or psychotic symptoms dizziness seizures,Mental
"neck swelling foot or toe pain swollen eye irregular appearing nails skin dryness, peeling, scaliness, or roughness",Skin
anxiety and nervousness hostile behavior excessive anger temper problems,Mental
hip pain arm pain back pain low back pain loss of sensation paresthesia shoulder pain arm weakness,Musculoskeletal
foot or toe pain foot or toe swelling irregular appearing nails,Musculoskeletal
insomnia abnormal involuntary movements mouth dryness difficulty breathing fatigue abnormal breathing sounds,Respiratory
arm pain neck pain loss of sensation ache all over,Musculoskeletal
throat swelling throat feels tight swollen lymph nodes,Respiratory
sharp chest pain leg pain sharp abdominal pain blood in urine back pain,Musculoskeletal
sore throat cough nasal congestion wheezing coryza abnormal breathing sounds,Respiratory
anxiety and nervousness insomnia headache smoking problems delusions or hallucinations obsessions and compulsions,Mental
